; BALFIT Input File for 3x3 Tunnel Calibration
; I am a fish
; I am a shoe
;; DATA ORIGIN = 3x3 Tunnel

; header variables
FILE_TYPE,DATA_FOR_ITERATIVE_REGRESSION_ANALYSIS
BALANCE_NAME,StudentTunnel
DESCRIPTION,Data2017

; load and gage output symbols
,,,,N1,N2,S1,S2,RM,AF,rN1,rN2,rS1,rS2,rRM,rAF
,P-0020,3,A,0.0,4.340791701644245,0.0,0.0,0.0,0.0,0.6633005124681136,1.1832180040724136,-0.4476140772595125,0.7144819831146914,0.06690134546336006,-1.0279602706432343
,P-0021,3,A,0.0,0.006810319261169262,0.0,0.0,0.0,0.0,0.6592596977949142,1.0207322716712952,-0.44888472855091094,0.7143853425979614,0.013046327233314513,-1.0373562186956407
,P-0022,4,A,0.0,0.0,0.0,0.0,0.0,0.0,0.6530934309555312,0.9888460029989986,-0.45730151968487237,0.7144333083750838,0.029924111851191117,-1.0442792439864854
,P-0023,4,A,0.0,0.0,0.0,0.0,10.384085412859948,0.0,0.4505418972535567,0.8140047842806036,-0.48366042700680817,0.7058124542236328,1.6423867724158547,-1.0705982609228655
,P-0024,4,A,0.0,0.0,0.0,0.0,19.895085145189267,0.0,0.26294997121606556,0.6561602034739086,-0.505926285471235,0.7009874773877007,3.099612133843558,-1.0983190068176814
,P-0025,4,A,0.0,0.0,0.0,0.0,30.387800454091224,0.0,0.057702945881202575,0.48135343926851865,-0.5302105243088769,0.697663137170135,4.704756799291392,-1.1420371806035277
,P-0026,4,A,0.0,0.0,0.0,0.0,20.3449461662388,0.0,0.25389205182299895,0.6506766904802883,-0.5058951553176431,0.7030010766842786,3.2037520776776707,-1.108188140041688
,P-0027,4,A,0.0,0.0,0.0,0.0,9.557984774037449,0.0,0.4651142202439855,0.828777129532861,-0.4794749842315424,0.7086579545599515,1.5358360302252847,-1.0750802911695887
,P-0028,4,A,0.0,0.0,0.0,0.0,0.007106784511329789,0.0,0.6508098859053392,0.9875771944339459,-0.4569837075013381,0.7149842482346754,0.034030641042269195,-1.0490897765526406
,P-0029,5,A,0.0,0.0,0.0,0.0,0.0,0.0,0.6586118791161514,0.9951511650550656,-0.4231811878157825,0.714745498285061,-0.029100441351169494,-1.0375452623134707
,P-0030,5,A,0.0,0.0,8.568942306825573,0.0,0.0,0.0,0.6613858540852865,1.00178395708402,-0.10201879342397054,0.713107168674469,-0.06397281090418498,-1.0036955674489338
,P-0031,5,A,0.0,0.0,27.260236798936276,0.0,0.0,0.0,0.6668693450364199,1.0139685517007655,0.6040405983274634,0.7126677632331848,-0.1683570905165239,-0.9471963400190527
,P-0032,5,A,0.0,0.0,57.55319131520199,0.0,0.0,0.0,0.6693176099232265,1.0314809586320604,1.7571213739258902,0.718367942741939,-0.27530949711799624,-0.8899074350084577
,P-0033,5,A,0.0,0.0,23.002023003250272,0.0,0.0,0.0,0.6651293039321899,1.0118839996201652,0.4525899035590036,0.7101791245596749,-0.1584609661783491,-0.9578371558870588
,P-0034,5,A,0.0,0.0,11.3760040761559,0.0,0.0,0.0,0.6616420713630883,1.003924940083478,0.01533278259071144,0.7111427751747338,-0.09831481044356888,-0.9952385747754896
,P-0035,5,A,0.0,0.0,0.07235417960068102,0.0,0.0,0.0,0.6584235344614301,0.994729254926954,-0.4207650763647897,0.7150643127305167,-0.0308039699281965,-1.0388719269207545
,P-0036,6,A,0.0,0.0,0.0,0.0,0.0,0.0,0.6592084387658348,0.9933942841811919,-0.45154011081641826,0.7412761114013027,-0.01350210921865114,-1.0416359867848142
,P-0037,6,A,0.0,0.0,0.0,8.940262747258883,0.0,0.0,0.6589688756249168,0.9815788897601041,-0.44152548096396704,1.0528761863708496,0.13766360716386275,-1.032953563603488
,P-0038,6,A,0.0,0.0,0.0,23.259042707993093,0.0,0.0,0.6588469313592026,0.9656726257088258,-0.4272589585215775,1.554264959600783,0.301101672280695,-1.0261745895307088
,P-0039,6,A,0.0,0.0,0.0,37.20964784253982,0.0,0.0,0.6591694555784526,0.950961086624547,-0.4156675288551732,2.0436866358706824,0.43341123555835925,-1.027745811562789
,P-0040,6,A,0.0,0.0,0.0,20.377722566164486,0.0,0.0,0.6588320561817714,0.9692622678620475,-0.42991375071661814,1.4565815670149667,0.25905015638896395,-1.0282933712005615
,P-0041,6,A,0.0,0.0,0.0,10.397524205539197,0.0,0.0,0.6584709246953329,0.9810824712117513,-0.43906583786010744,1.1102375030517577,0.13774998982747397,-1.032630435625712
,P-0042,6,A,0.0,0.0,0.0,0.11012136436909659,0.0,0.0,0.658980545543489,0.9934372618084862,-0.45147937820071266,0.7482957896732149,-0.009434183438618978,-1.0415075279417492
,P-0043,7,A,0.0,0.0,0.0,0.0,0.0,-0.0,0.620035537651607,1.0079326629638672,-0.45670355217797415,0.7147629601614816,-0.01611041171210153,-1.077965532030378
,P-0044,7,A,0.0,0.0,0.0,0.0,0.0,-10.460108259811392,0.6298683390897863,1.001560407526353,-0.470692960654988,0.7207521831288057,-0.016027724041658288,-2.5420119692297543
,P-0045,7,A,0.0,0.0,0.0,0.0,0.0,-19.370724658636973,0.6342266644200971,0.9991760176997031,-0.48280567507590016,0.7263619861295146,-0.017405044647955125,-3.807582078441497
,P-0046,7,A,0.0,0.0,0.0,0.0,0.0,-30.091220630435558,0.6360628344118595,0.9992102198302746,-0.49506479501724243,0.7314571850001812,-0.018709145486354828,-5.344112042337656
,P-0047,7,A,0.0,0.0,0.0,0.0,0.0,-19.615121966336773,0.6319447221427128,1.0010057811079354,-0.4829113113469091,0.7264669640310879,-0.017565928656479407,-3.8678289610764076
,P-0048,7,A,0.0,0.0,0.0,0.0,0.0,-10.845725716540475,0.6288781089167441,1.002325092592547,-0.47223830223083496,0.7219359374815418,-0.01614585999519594,-2.6223004056561376
,P-0049,7,A,0.0,0.0,0.0,0.0,0.0,-0.07690817543238593,0.6200122929908134,1.0082352548032194,-0.45699293548996384,0.7147149266423406,-0.015719156007508974,-1.0995593876452059
,P-0050,8,A,-0.0,0.0,0.0,0.0,0.0,0.0,0.6410879569668924,0.9949582988216031,-0.45370263438070974,0.7163986467546032,-0.02115150805442564,-1.0457707585826996
,P-0051,8,A,-11.719153623465466,0.0,0.0,0.0,0.0,0.0,0.20059879422187804,1.0195827066898346,-0.43288145065307615,0.7107576847076416,-0.2507268190383911,-1.1764230728149414
,P-0052,8,A,-27.84760524124632,0.0,0.0,0.0,0.0,0.0,-0.38721538992489085,1.0445520842776579,-0.40390030776753144,0.6999303838785957,-0.48744675341774435,-1.3687179439208086
,P-0053,8,A,-64.50132259998863,0.0,0.0,0.0,0.0,0.0,-1.7492274386542184,1.1036856089319502,-0.3477367605481829,0.6827950613839285,-0.9793669479233879,-1.903234623159681
,P-0054,8,A,-26.786055436899666,0.0,0.0,0.0,0.0,0.0,-0.3620287589728832,1.0467593371868134,-0.4078140892088413,0.7027537487447262,-0.5170303769409657,-1.3704873695969582
,P-0055,8,A,-13.142115916737318,0.0,0.0,0.0,0.0,0.0,0.1443515139467576,1.0227516889572144,-0.43043839931488037,0.7097311756190132,-0.2784402335391325,-1.1989307052948897
,P-0056,8,A,0.016471166203126497,0.0,0.0,0.0,0.0,0.0,0.6419946261814662,0.9955070410455976,-0.45361158677509855,0.716264636175973,-0.024971227986471993,-1.04331533738545
,P-0057,9,A,0.0,-0.0,0.0,0.0,0.0,0.0,0.6550439059734344,0.9844585001468659,-0.45308241844177244,0.7159502446651459,-0.014435970783233642,-1.0440696001052856
,P-0058,9,A,0.0,-13.152821991080206,0.0,0.0,0.0,0.0,0.646282806115992,0.5289292090079364,-0.4556893040152157,0.7229769124704248,0.15268626283196843,-1.0388697350726408
,P-0059,9,A,0.0,-29.174453456405246,0.0,0.0,0.0,0.0,0.6359566279820034,-0.025900040354047502,-0.4555204084941319,0.728042219366346,0.4106959359986441,-1.0367958205086845
,P-0060,9,A,0.0,-59.16501223921384,0.0,0.0,0.0,0.0,0.6224461977298443,-1.0539047534649189,-0.4633334233210637,0.7495081791510949,0.7644499311080346,-1.0587619955723102
,P-0061,9,A,0.0,-30.394969524188802,0.0,0.0,0.0,0.0,0.6334465146064758,-0.07168695601550015,-0.4586602449417114,0.7319872975349426,0.35327601432800293,-1.0449098348617554
,P-0062,9,A,0.0,-18.964762385785612,0.0,0.0,0.0,0.0,0.641367000692031,0.3249598040300257,-0.4565745960263645,0.7254062259898466,0.20265834121143117,-1.0417747620274038
,P-0063,9,A,0.0,0.04633545413888607,0.0,0.0,0.0,0.0,0.6551555792490641,0.9836751090155708,-0.45327138900756836,0.7144329680336846,-0.010130869017706977,-1.0438715881771512
,P-0064,10,A,0.0,0.0,0.0,0.0,-0.0,0.0,0.6532779707098907,0.9893932275052341,-0.45668939149604654,0.7146007249940116,-0.05649029758741271,-1.0498467706284433
,P-0065,10,A,0.0,0.0,0.0,0.0,-9.823961224146291,0.0,0.47672533988952637,0.8189612999558449,-0.4504912868142128,0.6939745843410492,-1.5562283024191856,-1.159931130707264
,P-0066,10,A,0.0,0.0,0.0,0.0,-22.720184014338002,0.0,0.24434002449637965,0.598333804230941,-0.4454776927044517,0.664065072410985,-3.514762181984751,-1.3154188708255166
,P-0067,10,A,0.0,0.0,0.0,0.0,-30.76936059032994,0.0,0.09983872982763475,0.4600298154738642,-0.442383470073823,0.6437869744916116,-4.748266148951746,-1.4205647995395045
,P-0068,10,A,0.0,0.0,0.0,0.0,-19.399756259569287,0.0,0.304128539764275,0.6517846523705175,-0.4473503423949419,0.6693075511415126,-3.047130437220557,-1.2754852488889532
,P-0069,10,A,0.0,0.0,0.0,0.0,-10.999866264230258,0.0,0.4551803204748366,0.7970902853541904,-0.4514242940478855,0.6891802946726481,-1.743824342886607,-1.171031912167867
,P-0070,10,A,0.0,0.0,0.0,0.0,-0.08873248988199417,0.0,0.6517394951411656,0.9870176208870751,-0.4568815699645451,0.7140070348978043,-0.08427611206259046,-1.0496407129934855
,P-0071,11,A,0.0,0.0,-0.0,0.0,0.0,0.0,0.6602403217082401,0.985607385635376,-0.7484372588370344,0.7175696539364272,-0.03034739528628562,-1.107598787589039
,P-0072,11,A,0.0,0.0,-5.376994184120715,0.0,0.0,0.0,0.6604015509287516,0.9809020280838012,-0.9459837754567464,0.7199036518732707,-0.031094996134440105,-1.1518447399139404
,P-0073,11,A,0.0,0.0,-20.023053451413276,0.0,0.0,0.0,0.6583279699087143,0.9700674533843994,-1.488560351729393,0.730371031165123,-0.02323702722787857,-1.2728458240628242
,P-0074,11,A,0.0,0.0,-42.592556903994755,0.0,0.0,0.0,0.6519480105489492,0.9535168558359146,-2.3287973944097757,0.7401215191930532,-0.056897442787885666,-1.4869696721434593
,P-0075,11,A,0.0,0.0,-19.065754638241266,0.0,0.0,0.0,0.6580444706810845,0.9701657758818732,-1.4599076906840007,0.7280453973346286,-0.04503152105543348,-1.2723532054159377
,P-0076,11,A,0.0,0.0,-4.684844057291253,0.0,0.0,0.0,0.6602431781151715,0.9809701828395619,-0.9263760692933026,0.7194143814199111,-0.04271966394256143,-1.1493158708600437
,P-0077,11,A,0.0,0.0,7.400405045899494,0.0,0.0,0.0,0.6607885080225328,0.9919413468417,-0.48002727592692657,0.7144490971284754,-0.028818467084099266,-1.0490030961878158
,P-0078,12,A,0.0,0.0,0.0,-0.0,0.0,0.0,0.6606379981551852,0.9917197376489639,-0.45349482127598356,0.6994736577783313,-0.030852096421378,-1.041240130152021
,P-0079,12,A,0.0,0.0,0.0,-10.61211746490385,0.0,0.0,0.6590891927480698,0.9927230700850487,-0.4612576365470886,0.341047003865242,-0.051856569945812225,-1.0453190952539444
,P-0080,12,A,0.0,0.0,0.0,-24.913643612931974,0.0,0.0,0.6565389382211786,0.9937368443137721,-0.472270131111145,-0.14303597023612574,-0.08087276784997237,-1.0483481946744417
,P-0081,12,A,0.0,0.0,0.0,-49.39713513030239,0.0,0.0,0.6519211392069972,0.9923085126765939,-0.48496123801830204,-0.9786622940107833,-0.19525702748187754,-1.0726551191751348
,P-0082,12,A,0.0,0.0,0.0,-26.690218181435608,0.0,0.0,0.6560096740722656,0.9936977598978125,-0.47097799052362854,-0.2092030592586683,-0.10356372076532115,-1.0539059509401736
,P-0083,12,A,0.0,0.0,0.0,-12.734627677032343,0.0,0.0,0.6593360560280936,0.9921775545392718,-0.45979983466012136,0.2615133751006353,-0.06572557630993071,-1.048686141059512
,P-0084,12,A,0.0,0.0,0.0,-0.16885683901345996,0.0,0.0,0.6607193118434841,0.992097276752278,-0.4535170409639003,0.6890627266996998,-0.032187702292102875,-1.0417088997566093
,P-0085,13,A,0.0,0.0,0.0,0.0,0.0,0.0,-0.7533843729066,-1.0168452806763,0.44162914560179994,-0.7134681969144001,0.0285661835118,-0.9089706753600001
,P-0086,13,A,49.64526569281998,0.0,0.0,0.0,0.0,0.0,0.19935966748679998,-0.1759418463276,0.41995123595879996,-0.6946958971608,0.48595413360780004,-0.18901119133440003
,P-0087,13,A,98.70486840722204,0.0,0.0,0.0,0.0,0.0,1.1151518763354,0.6752682898692,0.3995579690179999,-0.6717568730304001,0.8596924287533999,0.4204860930560001
,P-0088,13,A,53.69128837901955,0.0,0.0,0.0,0.0,0.0,0.2827446356556,-0.10130757518130001,0.41764027236749995,-0.6942878476164001,0.5299550688168,-0.12344737982399999
,P-0089,13,A,-0.12501947245428724,0.0,0.0,0.0,0.0,0.0,-0.7547419121868001,-1.0181717179689,0.44132636366519995,-0.7145650854480002,0.0298927724139,-0.9106804471776001
,P-0090,14,A,0.0,-0.0,0.0,0.0,0.0,0.0,-0.7422518156697001,-1.0632603953433,0.4419379504468499,-0.7145383602012,0.024686863274700002,0.011476676486400002
,P-0091,14,A,29.917119849955117,-26.394920984528685,0.0,0.0,0.0,0.0,0.24845859197135997,-2.19557963032116,0.43089553042068,-0.6752350069833601,0.30048043267836,0.011505598560000004
,P-0092,14,A,55.262602443935634,-51.09203673407945,0.0,0.0,0.0,0.0,1.1611002875899503,-3.14480793126,0.4212962001533999,-0.6400229850498002,0.50490196632315,0.011496946963200003
,P-0093,14,A,28.511264606039603,-24.733357041515603,0.0,0.0,0.0,0.0,0.1915208382069,-2.14559108271795,0.4298366127938999,-0.6746307669462001,0.28350361339740004,0.011561114462400003
,P-0094,14,A,-0.32208932889527153,0.05428382235182849,0.0,0.0,0.0,0.0,-0.7441178709879,-1.0537820262575999,0.44333384778929996,-0.7156303489572001,0.0180606414186,0.011508556905600003
,P-0095,15,A,-0.0,0.0,0.0,0.0,0.0,0.0,-0.7852138995654001,-1.0074270002208,0.4424031124395999,-0.7140659340168001,-0.014641985061,0.011482765971200003
,P-0096,15,A,-29.74636474530413,26.246551308966477,0.0,0.0,0.0,0.0,-1.92137699634705,0.006227580921900002,0.4749205462559999,-0.7064506111530002,-0.5643662310396,0.011508945691200005
,P-0097,15,A,-53.31181617292396,50.07711761961434,0.0,0.0,0.0,0.0,-2.80030732238115,0.89805650927685,0.5030268129529499,-0.6982935946284001,-0.9754590328362001,0.011505098054400004
,P-0098,15,A,-28.12726924256246,24.74331113427385,0.0,0.0,0.0,0.0,-1.8562345706239196,-0.054099002756639994,0.47277341471723994,-0.7079526567528001,-0.56268173052036,0.011499692593920002
,P-0099,15,A,-0.028061530659554634,0.020952466451239715,0.0,0.0,0.0,0.0,-0.7892439353735999,-1.0005044360334,0.44232504266859995,-0.7146881163600001,-0.023919695118000003,0.011572350515200005
,P-0100,16,A,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.7904406025734,-1.0569537798414,0.4387329061426999,-0.7135839794936001,0.0401357376387,0.011391313468800002
,P-0101,16,A,-27.345181297572566,-23.785583915254573,0.0,0.0,0.0,0.0,-1.84670657645085,-1.8599612674224,0.4920550992785999,-0.6855489109722,1.1785243052781003,0.011430321624000003
,P-0102,16,A,-51.26673170589914,-49.191114090282156,0.0,0.0,0.0,0.0,-2.75423539371975,-2.7462702791796,0.5278250765502001,-0.6631365369336001,1.88510068487565,0.011470674888000002
,P-0103,16,A,-27.919291761829264,-23.366856809636403,0.0,0.0,0.0,0.0,-1.8677566616394,-1.8463447535504,0.4796973013846,-0.6808628653072001,1.062935864595,0.011417992204800003
,P-0104,16,A,-0.34687438737101206,0.4744588863808319,0.0,0.0,0.0,0.0,-0.8034658834528801,-1.04309616890736,0.43961134696751997,-0.7137949298212801,0.04540932567072,0.011497712021760004
,P-0105,17,A,0.0,0.0,0.0,0.0,0.0,0.0,-0.7431818562665999,-1.0307687870799,0.44042184533099993,-0.7141856388024002,0.021208461763499997,-0.8887424912832
,P-0106,17,A,24.15683118860341,0.0,0.0,0.0,14.542419504623437,0.0,-0.0676254991401,-1.3512604353516,0.44717496994949996,-0.6932063468880001,1.7869735180341,1.3228219496544003
,P-0107,17,A,51.37610510080391,0.0,0.0,0.0,30.687183495255404,0.0,0.6761394216738,-1.7005702402544998,0.4674815076047999,-0.6764634760044,3.6049731788268,3.6038038181567997
,P-0108,17,A,26.665595315219107,0.0,0.0,0.0,15.573913547290877,0.0,0.015237958375800003,-1.37693553291,0.45112772383379995,-0.6934509602376,1.8763865469162002,1.4428003188672
,P-0109,17,A,-0.01755669435687235,0.0,0.0,0.0,0.05897035290297564,0.0,-0.7455463216938001,-1.0342443270380999,0.44149049798099993,-0.7139804919096,0.0382024828152,-0.8722785293856
,P-0110,18,A,0.0,0.0,0.0,0.0,-0.0,0.0,-0.7628274245106,-1.0392244605519,0.44229715634909994,-0.7135138775052001,-0.0517550453145,-0.968497370448
,P-0111,18,A,24.32152817035782,0.0,0.0,0.0,-15.090257478065327,0.0,-0.0823343747274,-1.3598561666423998,0.39419652823979995,-0.7561017519312001,-2.5423843673646003,-3.8117827658880006
,P-0112,18,A,48.76976939403372,0.0,0.0,0.0,-31.127062909222644,0.0,0.5649486695523,-1.6965365339532,0.3377906894427,-0.7984825034591999,-5.0112310197213,-6.648952697904001
,P-0113,18,A,24.65892014698928,0.0,0.0,0.0,-14.513627486609478,0.0,-0.055507900011299995,-1.3504801591908,0.3915400992048,-0.7517589037968,-2.4285382622919003,-3.6835005618912002
,P-0114,18,A,0.20909759032156328,0.0,0.0,0.0,0.04100185358146746,0.0,-0.7482432632418,-1.0393482134523002,0.44234429332079994,-0.7135251970644001,-0.0473772384657,-0.9674478459552002
,P-0115,19,A,0.0,0.0,0.0,0.0,0.0,0.0,-0.7709742878724001,-1.012676504574,0.44016789053639993,-0.7113847721376001,0.0080518069368,-0.9076479284352001
,P-0116,19,A,0.0,28.86011048723203,0.0,0.0,14.783870247722204,0.0,-1.0550798909316,-0.2201858949603,0.43244927625509993,-0.6635821574004,1.5256331174205,0.8554302112800001
,P-0117,19,A,0.0,51.63383819116488,0.0,0.0,30.12084002704275,0.0,-1.3382437018977,0.3277283016189,0.4225904145254999,-0.605380962828,3.044978534664,2.6178660235584004
,P-0118,19,A,0.0,23.496468034126735,0.0,0.0,16.440539075138123,0.0,-1.0870662830724,-0.43421631272460004,0.42997314099479994,-0.6619920812160001,1.8349910157545999,1.2224649372288
,P-0119,19,A,0.0,0.17878972556746553,0.0,0.0,-0.00031658956576521846,0.0,-0.7707811930821,-1.0031700130797,0.43741264466639995,-0.7114572495048,0.014181356940299998,-0.8995702238688
,P-0120,20,A,0.0,0.0,0.0,0.0,-0.0,0.0,-0.7710576394284001,-1.0147450480704001,0.4401474475241999,-0.7106897190144001,-0.0538818625224,-0.9784727598720001
,P-0121,20,A,0.0,23.665593170948934,0.0,0.0,-14.368138141029368,0.0,-1.0422271704294,-0.387574270065,0.41304106858559986,-0.757679998908,-2.5797615033762,-4.0237809754944
,P-0122,20,A,0.0,53.22348762310844,0.0,0.0,-30.59317930198217,0.0,-1.3341855364299,0.40309908309239995,0.39372749256749995,-0.8204817180576,-5.1585806977353,-7.1503681366464
,P-0123,20,A,0.0,22.54012837570933,0.0,0.0,-14.315899200600947,0.0,-1.0434522594365998,-0.4194075136134,0.4146702854423999,-0.7604393247576,-2.520448417575,-3.9557522543424004
,P-0124,20,A,0.0,-0.10034490100882687,0.0,0.0,0.002152245386255719,0.0,-0.7719932695877999,-1.0136920131513,0.4400354938628999,-0.7116283214844,-0.0530589631374,-0.9781904032128
,P-0125,21,A,-0.0,0.0,0.0,0.0,0.0,0.0,-0.7867327133745,-1.0360996461821999,0.4344046244381999,-0.7118281215396001,0.0771307282944,-0.8154358045152
,P-0126,21,A,-27.191326932724156,0.0,0.0,0.0,16.38942825151206,0.0,-2.1411238357116,-1.2550398735605999,0.4670781024077999,-0.6976445976264001,3.0029238257832005,2.4334354478976
,P-0127,21,A,-57.601417356607186,0.0,0.0,0.0,27.33772702499273,0.0,-3.4960023768420005,-1.3915627252656,0.4974973582175999,-0.6974471759304001,4.976310875679001,4.5445442589312
,P-0128,21,A,-28.478119723260303,0.0,0.0,0.0,10.881055106353593,0.0,-2.0823723109494003,-1.1593016924229,0.4679213990177999,-0.7020689626812001,2.1740388825276,1.4656953129696
,P-0129,21,A,-0.49749678888091187,0.0,0.0,0.0,-0.011310001449064577,0.0,-0.8044706667852,-1.0345520913119999,0.4357929070715999,-0.7120101196656001,0.087751163412,-0.8063397498048
,P-0130,22,A,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.8084393277066,-1.0350692897598002,0.43619988934859993,-0.7131814526304001,-0.0239067087138,-0.9382242266688
,P-0131,22,A,-27.21109592382273,0.0,0.0,0.0,-17.34605735292236,0.0,-2.1466948498073997,-1.2889482308438998,0.4630089324548999,-0.7719598642512,-2.1036530884248004,-3.6487255221792
,P-0132,22,A,-51.91688359782761,0.0,0.0,0.0,-30.21369550820975,0.0,-3.2951296164186004,-1.4820567386928,0.5357866371623999,-0.8079052586087999,-3.2836918971582,-5.2656606027456
,P-0133,22,A,-29.248729094415737,0.0,0.0,0.0,-12.826744336720944,0.0,-2.1435658306064997,-1.2034161866793,0.49071633237509993,-0.756108270066,-1.2787679546829,-2.6694941004288
,P-0134,22,A,0.0773615288542413,0.0,0.0,0.0,-0.033959560414849266,0.0,-0.8054230209156,-1.0378149343248002,0.43929633499439996,-0.7131243898920001,-0.037353054519,-0.9561544286592
,P-0135,23,A,0.0,-0.0,0.0,0.0,0.0,0.0,-0.7686401223456001,-1.0607782486289998,0.43999652455719995,-0.7155930015648,0.045021638296800004,-0.9040225578304001
,P-0136,23,A,0.0,-26.555782439732187,0.0,0.0,15.062685015185293,0.0,-1.0691862510319199,-2.27996948992236,0.43793519882111986,-0.6639159520670401,2.2614717267370796,1.6829742659980802
,P-0137,23,A,0.0,-52.458082665841054,0.0,0.0,27.61542275685762,0.0,-1.3177112295738,-3.4339707842947997,0.4301471718985999,-0.6507720494936001,3.7815091178832003,3.4550748372416002
